BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight
18.6,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,,,6.0,6.0,4/15/2018,15.9,id_e7edac4a,34.0919065,6.0,0.2103349,
26.15,,2016 LR,PAN_691,Kenya,8.0,1.0,50.0,2016,21.45,50.0,,8.0,5.0,3/19/2016,31.7,id_e8006bac,35.34560297,5.0,0.024413082,16.35
,,2018 LR,,Kenya,,0.125,,2018,7.12,,,,,,,id_e802f34d,34.8195427,,-0.5932656,9.42
23.0,0.5,2016A,,Rwanda,4.0,0.345947,,2016,,1.0,,4.0,6.0,9/1/2015,12.0,id_e8044b9e,29.35432758,6.0,-2.172155913,
,,2017 LR,DK 8031,Kenya,8.0,0.125,,2017,9.7,,,8.0,5.0,,,id_e80a1d32,34.38489201,,0.03434546,8.3
11.55,,2018 LR,otherhybrid,Kenya,6.0,1.75,75.0,2018,,75.0,,6.0,6.0,3/19/2018,11.0,id_e80d9250,34.37727312,6.0,0.584855748,
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,14.1,25.0,,8.0,5.0,,,id_e8116c30,34.5163511,5.0,0.0920931,12.9
35.8,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,10.0,,6.0,6.0,4/3/2018,32.15,id_e811dae5,34.9240349,6.0,1.0720594,
,,2018 LR,,Kenya,,0.5,,2018,19.28,,,,,,,id_e81c82bf,34.78413763,,-0.67960977,14.23
8.6,,2018 LR,dk8031,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/15/2018,6.6,id_e81d362b,34.75800725,6.0,-0.520943835,
,,2017 LR,DK 8031,Kenya,8.0,0.125,0.0,2017,6.5,2.0,,8.0,5.0,,,id_e81ff6d0,34.2449415,5.0,0.1788281,9.2
,,2017 LR,DK 8031,Kenya,8.0,0.25,,2017,0.0,,,8.0,5.0,,,id_e820946c,34.31674461,,0.098113253,0.0
,,2017 LR,,Kenya,5.0,0.25,,2017,13.0,,,5.0,8.0,,,id_e820d4c4,34.54227056,,0.192665701,9.25
16.2,,2016 LR,,Kenya,8.0,0.25,4.0,2016,6.4,4.0,,,5.0,,14.2,id_e823fc2d,34.5585064,,0.581886709,8.5
28.3,,2018 LR,scduma43,Kenya,6.0,0.25,10.0,2018,,10.0,,6.0,6.0,3/16/2018,23.75,id_e828df2c,34.2665276,6.0,0.1768608,
,,2018 LR,,Kenya,,1.5,,2018,,,,,,,,id_e829f76c,35.2099687,,1.0813104,
18.9,,2018 LR,scsimba61,Kenya,6.0,1.0,,2018,,49.0,,6.0,6.0,3/10/2018,16.8,id_e835cb95,34.5298446,6.0,0.4442285,
,,2017 LR,SC DUMA 43,Kenya,8.0,0.25,12.5,2017,14.75,12.5,,8.0,5.0,,,id_e8370b2f,34.08747277,5.0,0.269184192,13.95
12.1,1.0,2018A,pan_4m21,Rwanda,3.0,0.11119725,,2018,,1.5,0.0,3.0,8.0,11/1/2017,10.2,id_e83d6053,29.68036261,7.0,-2.775763156,
31.1,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,15.0,,6.0,6.0,3/28/2018,12.1,id_e83e3c44,34.49585357,6.0,-1.088569159,
26.0,,2016 LR,H 614D,Kenya,8.0,0.25,12.5,2016,12.4,12.5,,,5.0,,25.0,id_e840810b,34.587978,,0.129268483,12.9
58.85,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/15/2018,43.0,id_e843026c,34.56409296,6.0,0.751109797,
15.0,,2018 LR,h614d,Kenya,6.0,0.125,,2018,,4.0,,6.0,6.0,3/6/2018,15.0,id_e845fcf1,34.68486599,6.0,-0.735545776,
,,2017 LR,,Kenya,,0.5,,2017,,,,8.0,5.0,,,id_e847675b,34.5765032,,0.107737,10.5
20.5,,2016 LR,,Kenya,8.0,0.125,15.0,2016,9.35,15.0,,,5.0,,25.8,id_e84b679f,35.03939805,,-0.44241989,12.25
,,2018 LR,,Kenya,,0.55,,2018,,,,,,,,id_e85020af,35.2673769,,0.4330512,
19.3,,2018 LR,h6218,Kenya,6.0,1.5,,2018,,75.0,,6.0,6.0,4/16/2018,14.42,id_e8515f21,35.3166631,6.0,0.971205519,
16.25,,2018 LR,h614d,Kenya,6.0,0.5,,2018,,48.0,,6.0,6.0,4/6/2018,16.01,id_e855e194,35.0899923,6.0,0.6459688,
25.65,,2018 LR,h614d,Kenya,6.0,0.75,45.0,2018,,50.0,,6.0,6.0,3/8/2018,20.2,id_e8595f35,34.9312173,6.0,0.125255,
26.5,,2018 LR,dk8031,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/9/2018,26.0,id_e85abfba,34.5959247,6.0,0.1338405,
9.35,,2018 LR,otherhybrid localmaize,Kenya,6.0,0.635,,2018,,,,6.0,6.0,2/20/2018,5.0,id_e85ed832,34.04021318,6.0,0.080495662,
15.0,,2018 LR,h614d,Kenya,6.0,0.5,,2018,,50.0,,6.0,6.0,3/21/2018,11.0,id_e861b241,35.049119,6.0,0.3879164,
28.5,,2018 LR,h6218,Kenya,6.0,1.75,50.0,2018,,100.0,,6.0,6.0,3/14/2018,28.4,id_e86bd3dd,35.27899754,6.0,1.043354232,
,,2018 LR,,Kenya,,0.25,,2018,,,,,,,,id_e86bfe85,35.2399295,,0.2454439,
14.2,,2015 LR,,Kenya,8.0,0.5,0.0,2015,12.9,25.0,,8.0,5.0,,17.3,id_e86d83db,34.53719475,5.0,0.088748537,10.55
,,2018 LR,,Kenya,,0.5,,2018,8.6,,,,,,,id_e86dedda,34.46272342,,-0.777515779,11.8
30.0,,2015A,Unspecified hybrid,Rwanda,,0.197684,,2015,,,,,,3-Oct-14,35.0,id_e8740b2b,29.40626606,,-2.13281244,
24.5,,2015 LR,,Kenya,8.0,0.75,25.0,2015,11.8,27.0,,8.0,5.0,,24.5,id_e87cf25f,34.58217309,5.0,0.127435512,12.0
26.5,,2017 LR,,Kenya,8.0,0.25,25.0,2017,0.0,25.0,,8.0,5.0,,23.1,id_e8813f76,34.67872855,5.0,0.670062454,0.0
12.96,,2016 LR,Local,Kenya,5.0,0.25,4.0,2016,8.92,6.0,,,8.0,,14.42,id_e882b562,34.65392854,,-0.727835182,6.72
16.0,,2016 LR,H_6213,Kenya,8.0,0.5,25.0,2016,8.3,25.0,,8.0,5.0,4/13/2016,15.5,id_e886ba05,34.86645726,5.0,0.543632561,9.5
,,2017 LR,SC DUMA 43,Kenya,8.0,0.5,25.0,2017,13.65,25.0,,8.0,5.0,,,id_e888c896,34.66276582,5.0,0.008535416,18.85
,,2018 LR,,Kenya,,0.25,,2018,2.95,,,,,,,id_e88ba345,34.5416926,,0.6620019,2.5
,,2018 LR,,Kenya,,0.25,,2018,15.6,,,,,,,id_e88c589e,34.5566524,,0.1093727,14.9
,,2017 LR,WH 505,Kenya,8.0,0.5,25.0,2017,12.3,25.0,,8.0,5.0,,,id_e8916569,34.42821013,5.0,0.250955271,14.65
30.5,,2018 LR,h6213,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/10/2018,35.0,id_e89944e7,34.87910371,6.0,-6.2175e-06,
,,2018 LR,,Kenya,,0.75,,2018,8.9,,,,,,,id_e89f5378,34.90035652,,0.467579132,11.4
15.0,,2016 LR,SC_SIMBA_61,Kenya,,0.25,4.0,2016,,4.0,,8.0,5.0,3/25/2016,,id_e89fcdc9,34.74548696,,-0.583868395,8.0
7.1,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,9.0,,6.0,6.0,3/17/2018,6.5,id_e8a02ad0,34.73745024,6.0,-0.450698317,
34.5,,2018 LR,,Kenya,6.0,0.6,,2018,,,,6.0,6.0,,40.5,id_e8a488d5,35.22865467,6.0,0.153529523,
,,2018 LR,,Kenya,,0.3,,2018,27.3,,,,,,,id_e8a8d776,35.02291882,,0.052455982,17.05
29.35,,2015 LR,,Kenya,8.0,0.5,12.5,2015,16.55,25.0,,8.0,5.0,,28.6,id_e8abec31,34.56209238,5.0,-1.001967859,17.05
,,2018 LR,,Kenya,,0.5,,2018,5.9,,,,,,,id_e8b01d38,34.90475571,,-0.833776185,4.0
22.5,,2018 LR,pioneerp3812w,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/5/2018,23.95,id_e8b070f3,34.67199051,6.0,-0.833607605,
20.8,,2018 LR,h6213,Kenya,6.0,0.2,4.0,2018,,4.0,,6.0,6.0,3/16/2018,27.65,id_e8b68e53,34.8821228,6.0,0.742812,
,,2018 LR,,Kenya,,0.25,,2018,19.95,,,,,,,id_e8bc0d70,34.7647427,,-0.826649023,17.35
24.7,,2015 LR,,Kenya,8.0,0.25,12.5,2015,16.05,12.5,,8.0,5.0,,28.45,id_e8c28e1e,34.73948124,5.0,0.220523095,12.0
28.9,,2016 LR,DK_8031,Kenya,8.0,4.5,37.5,2016,18.7,37.5,,8.0,5.0,3/28/2016,27.72,id_e8cd73ad,34.75459507,5.0,0.008287816,15.45
10.45,,2018 LR,otherhybrid,Kenya,,0.125,,2018,,1.0,,6.0,6.0,3/30/2018,,id_e8d68f73,34.5297454,,0.6371374,
22.1,,2018 LR,,Tanzania,6.0,1.0,,2018,14.1,,,6.0,6.0,,17.6,id_e8d97834,35.5486638,6.0,-7.7307239,17.3
,,2018 LR,,Kenya,,0.5,,2018,19.4,,,,,,,id_e8dcc758,37.2090961,,-0.548108,19.75
,,2016 LR,KS 625,Tanzania,6.0,3.0,25.0,2016,6.0,,,6.0,6.0,,,id_e8de68b3,35.8154183,6.0,-7.915823333,5.0
,,2017 LR,H 6213,Kenya,5.0,0.75,25.0,2017,17.95,25.0,,5.0,8.0,,,id_e8e3a420,34.98110215,8.0,1.022563471,12.4
20.5,,2018 LR,pioneerp3812w,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/12/2018,12.5,id_e8e48cf8,34.9573537,6.0,0.5978842,
34.2,,2015 LR,,Kenya,5.0,0.5,12.5,2015,18.1,12.5,,5.0,8.0,,29.75,id_e8ed579e,34.91570085,8.0,-0.512176671,20.05
5.0,,2016A,,Rwanda,5.0,0.1729735,,2016,,2.5,,5.0,5.0,9/25/2015,32.0,id_e8ef1d1b,29.58048217,5.0,-2.147061848,
,,2018 LR,,Kenya,,1.0,,2018,9.25,,,,,,,id_e8efb6f2,34.71980459,,0.783252792,7.1
8.4,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,6.0,,6.0,6.0,3/15/2018,7.0,id_e8f4e2bc,34.70743809,6.0,-0.431439689,
11.0,2.5,2018A,opv_unknown,Rwanda,5.0,0.1235525,,2018,,5.0,0.0,5.0,5.0,10/10/2017,10.0,id_e8fc8f00,29.38028102,5.0,-2.038796686,
23.05,,2015 LR,,Kenya,5.0,0.5,0.0,2015,12.85,12.5,,5.0,8.0,,22.75,id_e8fcb310,34.92632628,8.0,-0.52214784,13.1
22.5,,2016 LR,,Kenya,8.0,0.5,25.0,2016,13.55,25.0,,8.0,5.0,,29.5,id_e8feebf7,34.27992778,5.0,0.355767548,11.25
12.1,,2018 LR,scduma43 localmaize,Kenya,6.0,0.625,,2018,,4.0,,6.0,6.0,3/15/2018,17.0,id_e8ff90cf,34.44312377,6.0,-0.775543245,
26.2,,2018 LR,dk8031,Kenya,6.0,0.75,,2018,,25.0,,6.0,6.0,3/16/2018,22.25,id_e9062594,34.636622,6.0,-0.440859814,
3.05,,2017 LR,,Kenya,8.0,0.125,,2017,2.8,,,8.0,5.0,,4.0,id_e90ef406,34.28553746,5.0,0.304261437,4.2
14.0,,2015 LR,,Kenya,8.0,0.5,0.0,2015,11.4,10.0,,8.0,5.0,,30.5,id_e91a415d,34.46518176,5.0,0.059941086,4.78
21.35,,2016 LR,DK_8031,Kenya,8.0,0.25,12.5,2016,9.6,12.5,,8.0,5.0,,17.1,id_e91b93a1,34.580473,5.0,-0.884189731,12.8
,,2018 LR,,Kenya,,1.0,,2018,39.2,,,,,,,id_e91d3bad,34.70770429,,-0.625620357,50.2
,,2018 LR,,Kenya,,1.0,,2018,8.4,,,,,,,id_e9201c46,34.1539556,,0.4957709,12.55
13.05,,2016 LR,DK_90-89,Kenya,8.0,1.0,50.0,2016,5.6,50.0,,8.0,5.0,4/2/2016,12.6,id_e921f224,34.3846815,5.0,0.438712164,6.0
17.2,,2018 LR,scduma43,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/9/2018,17.0,id_e9238cc0,34.51768816,6.0,-0.723009481,
,,2017 LR,,Kenya,,1.0,,2017,,,,,,,,id_e9279002,34.79906859,,0.235142566,
,,2017 LR,,Kenya,,0.5,,2017,,,,,,,,id_e9281a0e,34.200594,,0.2064396,
30.5,,2016 LR,H_6213,Kenya,8.0,0.5,25.0,2016,14.3,25.0,,8.0,5.0,4/6/2016,19.4,id_e9292cee,34.70172377,5.0,0.221577203,20.3
7.4,5.0,2018B,hybrid_unknown,Rwanda,5.0,0.364479875,,2018,20.0,7.0,0.0,5.0,5.0,3/2/2018,5.35,id_e92bdf75,29.91241666,5.0,-2.52430913,2.25
27.3,,2016 LR,WH_505,Kenya,,0.5,,2016,11.2,1700.0,,,,4/8/2016,25.65,id_e92d1aa2,34.73890054,,0.506045879,12.5
33.5,,2018 LR,otherhybrid,Kenya,6.0,0.625,,2018,,25.0,,6.0,6.0,2/28/2018,27.6,id_e92ed0ad,34.6753186,6.0,-0.9709611,
18.05,,2018 LR,h614d,Kenya,6.0,0.25,7.5,2018,,12.5,,6.0,6.0,3/20/2018,16.95,id_e92fc0f0,34.81831782,6.0,0.396203026,
30.75,,2016 LR,,Kenya,8.0,0.5,25.0,2016,19.0,25.0,,8.0,5.0,,31.65,id_e93047db,34.80479655,5.0,-0.483870674,18.6
,,2017 LR,H 6213,Kenya,8.0,0.25,12.5,2017,23.8,12.5,,8.0,5.0,,,id_e9327cd5,34.77276167,5.0,-0.774596273,21.7
,,2017 LR,,Kenya,8.0,0.25,0.0,2017,11.85,0.0,,8.0,5.0,,,id_e933b9ef,34.52015606,5.0,0.653635468,9.7
10.5,,2018 LR,scsimba61,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,2/27/2018,6.45,id_e9343859,34.63003134,6.0,0.02801903,
19.5,,2016 LR,H_6213,Kenya,8.0,0.25,32.0,2016,10.15,12.5,,,5.0,5/14/2016,14.0,id_e936a2a5,34.9574327,,0.64058407,12.0
,,2017 LR,,Kenya,8.0,0.5,12.5,2017,0.0,12.5,,8.0,5.0,,,id_e936b58d,34.62071431,5.0,-0.571721915,6.0
,,2018 LR,,Kenya,,0.25,,2018,7.6,,,,,,,id_e937a8ec,36.9822825,,-0.8097737,9.1
35.65,,2018 LR,h6213,Kenya,6.0,3.0,,2018,,,,6.0,6.0,3/10/2018,28.55,id_e93f0752,34.99939025,6.0,0.005126434,
,,2017 LR,H 6213,Kenya,8.0,0.25,12.5,2017,20.3,12.5,,8.0,5.0,,,id_e93f2f55,35.15640363,5.0,0.914404243,21.4
20.1,,2016 LR,Local,Kenya,8.0,0.25,0.0,2016,7.0,12.0,,,5.0,,15.1,id_e9468517,34.58139205,,-0.882775775,10.0
,,2017 LR,DK 8031,Kenya,8.0,1.0,50.0,2017,7.55,50.0,,8.0,5.0,,,id_e94bbb3b,34.34450026,5.0,0.428436381,11.86
,,2017 LR,DK 90-89,Kenya,8.0,0.25,9.5,2017,15.9,12.5,,8.0,5.0,,,id_e94e32bb,34.34711974,5.0,0.128551186,12.6
,,2017 LR,SC DUMA 43,Kenya,5.0,0.5,4.0,2017,6.1,6.0,,5.0,8.0,,,id_e94ec308,34.90669179,8.0,-0.460225826,8.05
11.9,,2015 LR,,Kenya,8.0,0.3125,,2015,4.4,,,8.0,5.0,,11.85,id_e956d9f4,34.58942665,5.0,-1.020961027,5.25
,,2017 LR,DK 8031,Kenya,8.0,0.5,10.0,2017,6.3,25.0,,8.0,5.0,,,id_e95f3ed8,34.40074383,5.0,0.039929328,4.1
13.65,0.0,2018B,unknown,Rwanda,5.0,0.029652601,,2018,21.0,0.0,0.0,5.0,5.0,2/25/2018,15.0,id_e95f9096,29.77860826,5.0,-2.317710505,4.630000114
33.0,,2016 LR,DK_8031,Kenya,,0.25,5.0,2016,,5.0,,8.0,5.0,4/13/2016,,id_e963080a,34.77125014,,-0.603979269,14.4
7.95,,2016 LR,,Kenya,8.0,0.5,25.0,2016,6.1,25.0,,8.0,5.0,,11.0,id_e9630d09,34.24210931,5.0,0.326214514,3.6
,,2017 LR,,Kenya,8.0,1.0,0.0,2017,18.75,50.0,,8.0,5.0,,,id_e965b3ab,34.4747518,5.0,0.8030913,20.1
,,2017 LR,H 6213,Kenya,8.0,0.5,0.0,2017,24.0,10.0,,8.0,5.0,,,id_e96803d3,35.27302045,5.0,-0.062268965,26.85
26.45,,2016 LR,DK_8031,Kenya,8.0,1.0,20.0,2016,14.5,27.0,,8.0,5.0,3/15/2016,30.65,id_e96804b1,34.5700988,5.0,0.074725597,13.5
,,2018 LR,,Kenya,,0.75,,2018,3.85,,,,,,,id_e968729f,34.37893797,,0.585493199,5.47
,,2018 LR,,Kenya,,2.0,,2018,30.5,,,,,,,id_e968b70b,35.243302,,-0.0034568,6.0
,,2017 LR,DK 8031,Kenya,8.0,0.5,,2017,17.55,,,8.0,5.0,,,id_e969b28a,34.33048149,,0.439359783,18.46
,,2018 LR,,Kenya,,1.5,,2018,5.05,,,,,,,id_e96df71c,34.65908028,,0.467228447,3.9
,,2018 LR,,Kenya,,0.75,,2018,4.65,,,,,,,id_e970e433,34.46739871,,-1.08967612,7.0
11.5,0.0,2017A,pan_691,Rwanda,5.0,0.1235525,,2017,,0.0,0.0,5.0,5.0,10/25/2016,113.0,id_e972b0f2,29.32822505,5.0,-1.798611277,
,,2018 LR,,Kenya,,0.5,,2018,16.8,,,,,,,id_e977f541,34.6744376,,-0.7402005,19.55
16.0,7.0,2018A,pan_53,Rwanda,5.0,0.1235525,,2018,,0.0,0.0,5.0,5.0,10/5/2017,15.0,id_e97c79dc,30.37547615,5.0,-2.258101541,3.2
42.0,,2016 LR,H_6213,Kenya,5.0,0.125,4.0,2016,5.75,8.0,,,8.0,3/25/2016,13.25,id_e98324f5,34.88354093,,-0.529499684,22.6
11.3,1.5,2018B,unknown,Rwanda,5.0,0.148263,,2018,25.0,2.0,0.0,5.0,5.0,2/28/2018,8.65,id_e9848841,30.35578009,5.0,-1.594008309,2.299999952
17.8,,2015 LR,,Kenya,8.0,0.5,0.0,2015,8.0,25.0,,8.0,5.0,,17.0,id_e98ba30c,34.51428868,5.0,0.596378005,8.5
,,2018 LR,,Kenya,,0.5,,2018,11.25,,,,,,,id_e9916e4c,34.79262453,,0.283138809,14.95
44.6,,2016 LR,Other_Hybrid,Kenya,8.0,0.75,37.5,2016,22.1,37.5,,,5.0,4/8/2016,32.35,id_e991e196,34.5901948,,0.758098226,17.5
,,2017 LR,,Kenya,8.0,0.125,,2017,16.0,,,8.0,5.0,,,id_e993aa84,34.83058213,,-0.749890556,18.0
21.0,,2015A,DK,Rwanda,,0.0247105,,2015,,,,,,25-Sep-14,12.0,id_e9999103,29.33957347,,-1.951640691,
7.3,,2018 LR,localmaize,Kenya,,0.0625,,2018,,,,6.0,6.0,3/30/2018,,id_e99b2524,34.1716124,,0.3965417,
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,14.1,25.0,,8.0,5.0,,,id_e99ca616,34.6796027,5.0,0.6883119,16.65
,,2018 LR,,Kenya,,0.75,,2018,20.15,,,,,,,id_e99d706e,34.7271535,,0.6949736,22.25
,,2017 LR,H 614D,Kenya,5.0,0.5,25.0,2017,13.45,25.0,,5.0,8.0,,,id_e99d7450,34.8469616,8.0,0.082995688,12.45
14.5,,2018 LR,h6213,Kenya,6.0,2.0,,2018,,50.0,,6.0,6.0,3/17/2018,7.95,id_e99ddba4,34.90403684,6.0,0.403996175,
,,2017 LR,,Kenya,8.0,0.5,,2017,16.7,,,8.0,5.0,,,id_e99ee10f,34.40911689,5.0,0.353285158,18.3
21.0,,2016 LR,SC_SIMBA_61,Kenya,8.0,2.5,6.0,2016,4.0,6.0,,8.0,5.0,,14.0,id_e99f092e,34.7354695,5.0,-0.568382021,6.0
,,2018 LR,,Kenya,,0.5,,2018,14.45,,,,,,,id_e9a3b22e,34.33140458,,0.199731668,15.9
,,2017 LR,SC DUMA 43,Kenya,8.0,0.25,12.5,2017,11.4,12.5,,8.0,5.0,,,id_e9a69667,34.6165242,5.0,0.046704041,7.15
,,2018 LR,,Kenya,,1.0,,2018,12.8,,,,,,,id_e9a9ed82,34.90533833,,-0.476077956,6.85
26.5,0.16,2016A,,Rwanda,6.0,0.197684,,2016,,0.25,,6.0,4.0,9/7/2015,20.0,id_e9abb071,29.25155319,4.0,-2.344683059,
,,2018 LR,,Kenya,,1.0,,2018,21.45,,,,,,,id_e9ae862d,35.2643861,,0.4326103,17.5
20.0,,2018 LR,dk8031,Kenya,6.0,0.5,12.0,2018,,25.0,,6.0,6.0,3/12/2018,18.3,id_e9ae887a,34.5116765,6.0,0.0095506,
,,2017 LR,H 614D,Kenya,5.0,0.5,25.0,2017,7.15,25.0,,5.0,8.0,,,id_e9b5d24e,34.91010224,8.0,0.147861067,10.2
18.4,,2018 LR,Ks_614,Tanzania,6.0,1.0,100.0,2018,8.6,100.0,,6.0,6.0,,10.0,id_e9bbc3d2,35.7354474,6.0,-7.9222774,16.9
,,2018 LR,,Kenya,,0.8,,2018,9.75,,,,,,,id_e9bd0ad2,35.07622912,,0.05863443,12.35
,,2018 LR,,Kenya,,0.125,,2018,7.65,,,,,,,id_e9bdc9ed,34.75168368,,-0.672126985,11.8
,,2018 LR,,Kenya,,0.125,,2018,15.21,,,,,,,id_e9c050cf,34.78348798,,-0.678280868,16.23
10.55,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,5.0,,6.0,6.0,4/16/2018,11.1,id_e9c35651,34.76761707,6.0,-0.507310491,
,,2017 LR,,Kenya,8.0,0.25,0.0,2017,2.9,0.0,,8.0,5.0,,,id_e9ca0b8a,34.50182308,5.0,-0.991848876,4.125
,,2017 LR,SC PUNDA MILIA 53,Kenya,8.0,0.5,25.0,2017,11.1,25.0,,8.0,5.0,,,id_e9d1e14d,34.485487,5.0,0.0530437,15.16
32.35,,2016 LR,,Kenya,8.0,0.5,25.0,2016,10.25,25.0,,,5.0,,16.65,id_e9d425c6,34.87200176,,0.558678769,13.25
,,2018 LR,,Kenya,,0.5,,2018,15.1,,,,,,,id_e9e02e37,34.7517165,,-0.672269612,27.9
,,2018 LR,,Kenya,,0.375,,2018,0.0,,,,,,,id_e9e1e233,34.47111748,,0.58067732,19.05
7.95,,2018 LR,h6213 otherhybrid,Kenya,6.0,0.57,,2018,,10.0,,6.0,6.0,4/4/2018,6.1,id_e9e61de1,34.7326286,6.0,0.74371,
36.6,,2016 LR,H_6213,Kenya,8.0,0.5,20.0,2016,11.25,20.0,,,5.0,3/27/2016,22.7,id_e9e83ea4,35.01889782,,1.030597839,13.45
0.0,,2018 LR,PAN 691,Tanzania,6.0,1.0,,2018,0.0,,,6.0,6.0,,0.0,id_e9f31f26,33.0212526,6.0,-9.0068731,0.0
15.3,,2018 LR,,Tanzania,6.0,0.5,,2018,6.8,,,6.0,6.0,,9.3,id_e9fe3b6b,35.7733363,6.0,-7.7997236,13.2
12.55,,2018 LR,wh505,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/16/2018,9.1,id_ea00dadf,34.4548533,6.0,0.6398229,
,,2018 LR,,Kenya,,1.375,,2018,13.1,,,,,,,id_ea04a657,34.3823099,,0.6739905,12.8
26.9,,2018 LR,h614d localmaize,Kenya,6.0,0.75,,2018,,10.0,,6.0,6.0,2/27/2018,18.35,id_ea05e4da,34.62094819,6.0,0.158702661,
24.0,1.0,2015B,NSP,Rwanda,,0.049421,,2015,,1.5,,,,7-Feb-15,23.0,id_ea0d5e17,28.91158434,,-2.41952689,
11.0,,2015 LR,,Kenya,7.82,0.75,25.0,2015,6.0,25.0,,7.9,5.0,,10.95,id_ea0df8d8,34.51920342,4.95,0.729242158,5.0
34.15,,2015 LR,,Kenya,8.0,1.0,50.0,2015,22.15,50.0,,8.0,5.0,,37.45,id_ea174d22,34.75811674,5.0,0.753509001,24.25
18.2,,2018 LR,h614d,Kenya,6.0,1.2,,2018,,100.0,,6.0,6.0,3/12/2018,20.0,id_ea1759b9,35.1776205,6.0,0.3916462,
27.0,,2015 LR,,Kenya,8.0,0.75,0.0,2015,20.9,45.0,,8.0,5.0,,25.0,id_ea196401,34.38189716,5.0,0.130862307,15.4
27.0,,2015 LR,,Kenya,8.0,0.25,0.0,2015,19.85,12.5,,8.0,5.0,,36.8,id_ea1ece1c,34.18943474,5.0,0.453537915,14.9
,,2017 LR,,Kenya,,0.125,,2017,,,,8.0,5.0,,,id_ea210f62,34.56552328,,0.723457528,7.4
39.5,,2016 LR,,Kenya,8.0,0.125,2.0,2016,13.0,3.0,,,5.0,,40.5,id_ea22aa29,34.90503727,,0.552047296,16.5
7.28,,2018 LR,localmaize,Kenya,6.0,1.0,,2018,,,,6.0,6.0,4/15/2018,4.9,id_ea23bfc5,34.36197936,6.0,0.246132137,
,,2018 LR,,Kenya,,0.25,,2018,0.0,,,,,,,id_ea243e47,34.94662517,,-0.344357478,4.35
,,2018 LR,,Kenya,,0.5,,2018,14.6,,,,,,,id_ea269280,35.0901985,,0.6361172,18.25
15.65,,2018 LR,wh505 otherhybrid,Kenya,6.0,1.5,50.0,2018,,,50.0,6.0,6.0,2/3/2018,24.95,id_ea28582f,34.359296,6.0,0.4632322,
,,2018 LR,,Kenya,,5.0,,2018,29.1,,,,,,,id_ea2a9bc0,34.8660386,,1.1309297,28.1
15.0,5.0,2015B,,Rwanda,,0.0741315,,2015,,4.0,,,,1-Feb-15,14.0,id_ea3762f9,29.08315831,,-2.50716842,
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,14.91,25.0,,8.0,5.0,,,id_ea376d06,34.5159346,5.0,0.0929817,17.0
24.53,,2015 LR,,Kenya,8.0,0.5,25.0,2015,10.25,25.0,,8.0,5.0,,20.45,id_ea3e97c2,34.57480852,5.0,-0.837110247,12.45
,,2017 LR,WH 505,Kenya,8.0,1.0,,2017,15.2,,,8.0,5.0,,,id_ea3f3c16,35.24418408,,-0.068341926,16.0
3.3,,2018 LR,dk90-89,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/16/2018,4.05,id_ea45a65c,34.65410855,6.0,0.522771082,
20.1,,2015 LR,,Kenya,8.0,0.75,0.0,2015,10.95,25.0,,8.0,5.0,,18.0,id_ea4a1aaa,34.37337918,5.0,0.331412094,12.2
,,2018 LR,,Kenya,,0.5,,2018,17.9,,,,,,,id_ea58375c,34.72242572,,-0.739398668,16.2
31.2,,2016 LR,Local,Kenya,5.0,0.75,25.0,2016,15.2,20.0,,,8.0,4/8/2016,31.35,id_ea5afe16,34.68729605,,0.078026956,15.35
,,2018 LR,,Kenya,,0.25,,2018,5.05,,,,,,,id_ea5ec150,34.99639262,,-0.840276207,6.65
21.0,10.0,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,10.0,,6.0,6.0,3/9/2018,27.23,id_ea60e664,34.5160873,6.0,0.1062522,
,,2017 LR,,Kenya,8.0,1.5,25.0,2017,16.55,25.0,,8.0,5.0,,,id_ea66597c,34.41873043,5.0,0.754360907,15.85
26.5,,2015 LR,,Kenya,8.0,0.5,0.0,2015,14.6,25.0,,8.1,5.0,,32.0,id_ea67e879,34.37304785,5.0,0.383498953,12.8
