BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight
,,2016 LR,KS 625,Tanzania,6.0,1.5,36.0,2016,0.0,,,6.0,6.0,,,id_023c0ae4,35.542271,6.0,-8.03482,0.0
,,2018 LR,,Kenya,,0.25,,2018,13.55,,,,,,,id_023d2d49,34.8238026,,1.0102943,10.65
17.8,,2018 LR,h614d localmaize,Kenya,6.0,0.25,,2018,,10.0,,6.0,6.0,3/6/2018,16.1,id_023d5ff5,34.76623052,6.0,0.444455104,
27.0,,2016 LR,H_6213,Kenya,8.0,0.5,25.0,2016,9.8,25.0,,8.0,5.0,4/14/2016,18.0,id_023ea498,34.95739036,5.0,0.640587696,10.45
,,2018 LR,,Kenya,,0.5,,2018,6.9,,,,,,,id_0240fe83,34.71296798,,-0.569315429,3.5
,,2018 LR,,Kenya,,0.2,,2018,12.4,,,,,,,id_0243f15d,35.04201948,,0.017623915,10.5
13.0,0.25,2016A,,Rwanda,5.0,0.296526,,2016,,0.25,,5.0,5.0,10/25/2015,5.0,id_024cfd34,29.49215278,5.0,-2.543142275,
17.3,,2016 LR,,Kenya,8.0,0.5,25.0,2016,7.75,25.0,,8.0,5.0,,19.3,id_024ea2ce,34.67525694,5.0,0.221847392,8.05
,,2018 LR,,Kenya,,0.25,,2018,8.1,,,,,,,id_0250485a,34.71332192,,-0.71484527,7.7
8.35,,2016 LR,H_614D,Kenya,8.0,0.5,25.0,2016,3.05,25.0,,8.0,5.0,4/6/2016,13.4,id_025661fd,34.69111297,5.0,0.184658882,4.4
8.5,,2018 LR,h614d,Kenya,6.0,0.25,12.5,2018,,12.5,,6.0,6.0,3/23/2018,6.25,id_0260cc73,34.69289336,6.0,0.159652074,
9.25,,2018 LR,localmaize,Kenya,6.0,0.6,4.0,2018,,13.0,,6.0,6.0,2/21/2018,15.4,id_02639288,34.9301651,6.0,0.1258244,
18.0,,2016 LR,,Kenya,8.0,0.5,25.0,2016,11.15,25.0,,8.0,5.0,,22.0,id_0263c1a4,34.45607876,5.0,0.142842633,8.8
35.2,,2015 LR,,Kenya,8.0,0.5,10.0,2015,15.25,25.0,,8.0,5.0,,29.7,id_02663ed0,34.81024294,5.0,0.277984058,18.0
43.75,,2018 LR,h6213,Kenya,6.0,0.5,12.5,2018,,25.0,,6.0,6.0,3/13/2018,47.4,id_02672f94,34.7111231,6.0,0.1733316,
42.0,,2018 LR,h6213,Kenya,6.0,0.3,6.0,2018,,20.0,,6.0,6.0,3/5/2018,41.0,id_026dd1b3,35.2458289,6.0,0.256727,
41.7,,2016 LR,WH_505,Kenya,8.0,0.75,37.0,2016,23.5,37.0,,8.0,5.0,4/8/2016,39.3,id_026f68e5,34.69484684,5.0,0.338286488,13.6
23.2,,2018 LR,dk8031,Kenya,6.0,0.25,,2018,,12.0,,6.0,6.0,3/13/2018,26.65,id_02701a77,34.16501934,6.0,0.312904864,
20.2,,2018 LR,h6213,Kenya,6.0,0.1,,2018,,4.0,,6.0,6.0,3/15/2018,25.65,id_0270c101,35.0650667,6.0,0.9869417,
,,2017 LR,DK 8031,Kenya,8.0,0.5,,2017,7.89,,,8.0,5.0,,,id_0273a8bd,34.33904598,,0.131489286,9.6
,,2018 LR,,Kenya,,0.25,,2018,5.1,,,,,,,id_0274c8c3,34.6364184,,0.157239,6.05
42.0,,2015 LR,,Kenya,8.0,0.25,0.0,2015,14.1,12.5,,8.0,5.0,,35.0,id_0278e501,34.40479889,5.0,0.114363022,16.9
19.6,,2018 LR,h6213,Kenya,6.0,2.0,,2018,,100.0,,6.0,6.0,4/12/2018,16.4,id_02794cf1,35.1903416,6.0,0.6815327,
22.0,,2016 LR,,Kenya,8.0,1.0,50.0,2016,12.3,50.0,,8.0,5.0,,22.0,id_0279d774,34.5212228,5.0,0.727079525,12.0
21.6,,2015 LR,,Kenya,8.0,0.5,0.0,2015,9.0,25.0,,8.0,5.0,,21.4,id_027b1b33,34.33567161,5.0,0.402489646,8.3
11.0,,2018 LR,h6213,Kenya,6.0,0.25,,2018,,10.0,,6.0,6.0,1/23/2018,7.25,id_027b7566,35.00871457,6.0,-0.822337949,
,,2018 LR,,Kenya,,3.0,,2018,5.8,,,,,,,id_027bd0f6,34.4522576,,0.7593833,0.0
,,2017 LR,DK 8031,Kenya,5.0,0.5,,2017,5.2,,,5.0,8.0,,,id_02854227,34.56093244,,0.265965876,7.15
12.0,2.0,2016B,nsp,Rwanda,4.0,0.525098125,,2016,,7.0,8.0,4.0,6.0,2/27/2016,12.5,id_0285a780,29.51938788,6.0,-2.464643107,
16.0,,2016B,pan691,Rwanda,5.0,0.247105,,2016,,,,5.0,5.0,2/5/2016,15.0,id_0285d1af,29.31927097,5.0,-1.764401302,
,,2018 LR,,Kenya,,0.5,,2018,6.9,,,,,,,id_02867821,34.79079198,,0.231747871,5.45
25.95,,2015 LR,,Kenya,8.0,1.0,25.0,2015,14.5,50.0,,8.3,5.0,,23.6,id_0286a23a,34.76740935,5.0,0.847146957,15.6
,,2018 LR,,Kenya,,1.4,,2018,11.25,,,,,,,id_02874db8,35.07622912,,0.05863443,18.05
21.3,,2018 LR,Ks625,Tanzania,6.0,1.5,50.0,2018,13.7,50.0,,6.0,6.0,,16.9,id_0288178e,35.4943908,6.0,-8.0155662,19.0
,,2018 LR,,Kenya,,2.0,,2018,13.45,,,,,,,id_0289f96a,35.3613737,,0.0314385,6.85
14.3,,2018 LR,,Tanzania,6.0,2.0,,2018,9.0,,,6.0,6.0,,11.0,id_0291fb56,35.4291826,6.0,-8.1116727,10.5
,,2018 LR,,Kenya,,0.125,,2018,9.9,,,,,,,id_0293cea7,34.6390589,,0.0532202,8.05
18.0,,2016 LR,,Kenya,8.0,0.5,15.0,2016,5.05,25.0,,8.0,5.0,,12.0,id_02951abb,34.27846963,5.0,0.331519167,7.6
,,2017 LR,H 6213,Kenya,8.0,0.5,25.0,2017,14.59,30.0,,8.0,5.0,,,id_02a3cd13,34.65376944,5.0,0.65557551,11.34
7.0,,2016 LR,,Kenya,,0.5,25.0,2016,,25.0,,,5.0,,,id_02a9bb4e,34.45113807,,0.247740788,2.65
18.0,,2016 LR,DK_8031,Kenya,8.0,0.5,25.0,2016,9.0,25.0,,8.0,5.0,4/6/2016,25.0,id_02ac1f22,34.24860312,5.0,0.610791532,12.0
19.5,,2016 LR,DK_8031,Kenya,8.0,0.5,25.0,2016,9.6,25.0,,8.0,5.0,4/10/2016,17.0,id_02adaff8,34.81719883,5.0,-0.410551066,13.0
,,2018 LR,,Kenya,,0.25,,2018,9.15,,,,,,,id_02ae8d36,34.82011272,,-0.935769542,8.9
28.1,,2018 LR,dk8031 pioneerp3812w localmaize,Kenya,6.0,0.5,,2018,,50.0,,6.0,6.0,3/6/2018,33.7,id_02b882f4,34.53547053,6.0,0.110081691,
7.1,,2016 LR,Local,Kenya,8.0,0.75,10.0,2016,1.85,35.0,,,5.0,5/5/2016,2.45,id_02bb1637,34.34920416,,0.096475088,3.65
63.15,,2015 LR,,Kenya,8.0,0.5,3.0,2015,20.1,3.0,,8.0,5.0,,57.25,id_02bc0ada,34.71922075,5.0,0.388361318,22.0
,,2018 LR,,Kenya,,1.0,,2018,8.34,,,,,,,id_02be5d6f,34.4939539,,-1.0439864,6.2
23.0,,2016 LR,SC_DUMA_43,Kenya,8.0,1.0,35.0,2016,8.8,25.0,,8.0,5.0,3/20/2016,20.5,id_02bedc07,34.64479751,5.0,0.11770518,10.85
,,2018 LR,,Kenya,,0.25,,2018,8.1,,,,,,,id_02bff1d8,34.4898627,,0.1991301,7.85
,,2018 LR,,Kenya,,1.0,,2018,4.82,,,,,,,id_02c18672,34.7915205,,-0.7354473,3.61
15.0,,2016 LR,WH_505,Kenya,8.0,0.5,25.0,2016,2.8,25.0,,,5.0,,9.0,id_02cb0e48,34.82135098,,0.601060191,7.0
,,2018 LR,,Kenya,,2.0,,2018,7.15,,,,,,,id_02d81b43,34.8374744,,0.7209358,6.4
25.0,,2018 LR,dk8031,Kenya,6.0,1.0,,2018,,60.0,,6.0,6.0,3/15/2018,24.05,id_02dbe1b2,34.84379775,6.0,-0.48988996,
,,2017 LR,,Kenya,8.0,0.5,0.0,2017,9.6,10.0,,8.0,5.0,,,id_02ded3f9,34.41999874,5.0,0.729384851,10.25
13.9,,2016 LR,WH_505,Kenya,8.0,0.5,25.0,2016,7.7,25.0,,8.0,5.0,4/4/2016,13.35,id_02e65ccb,34.56185978,5.0,0.661361168,8.12
,,2018 LR,,Kenya,,0.25,,2018,8.95,,,,,,,id_02edf2f0,34.5219037,,-0.0157661,5.5
21.5,,2015 LR,,Kenya,8.0,1.53125,0.0,2015,17.95,10.0,,8.0,5.0,,23.0,id_02ee87f3,34.61734018,5.0,-0.66440967,16.25
,,2017 LR,,Kenya,,0.25,0.0,2017,,0.0,,8.0,5.0,,,id_02f2e212,34.247196,,0.4489118,7.85
20.0,0.2,2016A,,Rwanda,5.0,0.691894,,2016,,0.23,,5.0,5.0,10/15/2015,31.5,id_02f3e3ee,29.87466834,5.0,-2.536910956,
28.65,,2018 LR,localmaize,Kenya,,0.125,,2018,,,,6.0,6.0,4/7/2018,20.55,id_02f3fd9b,34.37810755,,-1.004509907,
27.55,,2018 LR,wh505,Kenya,6.0,0.75,,2018,,45.0,,6.0,6.0,2/28/2018,19.75,id_02f6abca,34.56484016,6.0,0.268781976,
21.0,,2015 LR,,Kenya,7.8,0.5,25.0,2015,9.55,25.0,,8.1,4.8,,22.3,id_02f990fb,34.43046972,5.0,0.206497281,10.5
22.1,,2015 LR,,Kenya,8.0,0.5,25.0,2015,12.65,25.0,,8.0,5.0,,19.7,id_02ff5091,34.58463564,5.0,-1.028332282,15.25
27.0,,2015 LR,,Kenya,5.0,0.5,25.0,2015,10.05,25.0,,5.0,8.0,,25.0,id_0302c9ec,34.86409682,8.0,-0.407169454,11.25
32.85,,2018 LR,wh505,Kenya,6.0,1.25,,2018,,,,6.0,6.0,3/5/2018,22.55,id_0308f880,34.3669383,6.0,0.7555707,
17.9,,2018 LR,localmaize,Kenya,6.0,1.0,,2018,,8.0,,6.0,6.0,3/8/2018,17.25,id_030999ea,34.5411235,6.0,0.2923891,
,,2017 LR,,Kenya,8.0,0.5,,2017,6.0,,,8.0,5.0,,,id_030cddb3,34.2612983,,0.1774756,6.9
,,2017 LR,PN 15,Kenya,8.0,1.0,,2017,6.9,,,8.0,5.0,,,id_030d4719,34.1828404,,0.2449064,2.85
,,2017 LR,SC DUMA 43,Kenya,8.0,1.0,60.0,2017,16.7,60.0,,8.0,5.0,,,id_030e1efc,34.1838365,5.0,0.3732211,13.8
,,2017 LR,WH 505,Kenya,8.0,1.0,,2017,20.75,,,8.0,5.0,,,id_030e2890,34.4313492,,0.6689741,13.25
,,2018 LR,,Kenya,,0.5,,2018,8.0,,,,,,,id_0311132c,34.24002704,,0.046525479,8.9
,,2017 LR,WH 505,Kenya,8.0,1.0,,2017,4.95,,,8.0,5.0,,,id_03184163,34.4527564,,0.6730304,7.7
,,2018 LR,,Kenya,,0.25,,2018,9.0,,,,,,,id_031943c9,34.290239,,0.5059302,9.35
22.5,,2018 LR,dk8031,Kenya,6.0,0.5,,2018,,20.0,,6.0,6.0,3/7/2018,29.1,id_03199e81,34.7494965,6.0,-0.519122528,
,,2018 LR,,Kenya,,0.2,,2018,5.65,,,,,,,id_031a4c4a,35.07231543,,0.208232857,7.55
,,2018 LR,,Kenya,,0.5,,2018,17.05,,,,,,,id_031e907a,34.95196985,,-0.904896222,18.15
,,2017 LR,,Kenya,8.0,0.75,,2017,14.4,,,8.0,5.0,,,id_03223c3a,34.59614292,,0.638881425,15.3
,,2018 LR,,Kenya,,0.5,,2018,24.5,,,,,,,id_032264ac,34.7965497,,-0.540282892,19.0
21.5,,2016 LR,,Kenya,,0.25,4.0,2016,,4.0,,5.0,8.0,,,id_03240545,34.78372786,,-0.584746623,12.75
13.6,,2018 LR,h6213,Kenya,6.0,0.75,,2018,,12.0,,6.0,6.0,3/18/2018,16.8,id_0328d323,35.1241645,6.0,0.7123384,
,,2018 LR,,Kenya,,0.25,,2018,5.1,,,,,,,id_032ee7c1,34.5172377,,0.5831219,8.75
,,2017 LR,,Kenya,8.0,0.5,50.0,2017,25.7,50.0,,8.0,5.0,,,id_0334cca5,34.4415609,5.0,0.7185957,22.1
,,2018 LR,,Tanzania,,2.0,,2018,,,,,,,,id_03370b98,35.5533152,,-7.9593787,
23.75,,2015 LR,,Kenya,8.0,7.0,65.0,2015,4.4,75.0,,8.0,5.0,,13.25,id_033f323e,34.86519024,5.0,0.403720576,8.8
18.1,,2016 LR,SC_PUNDA_MILIA_53,Kenya,8.0,0.25,12.5,2016,9.8,12.5,,8.0,5.0,,21.75,id_03421fbc,34.26927287,5.0,0.42087608,7.95
12.55,,2018 LR,h6213,Kenya,6.0,0.9375,,2018,,35.0,,6.0,6.0,3/13/2018,15.9,id_034349a4,34.7956875,6.0,0.703661,
,,2017 LR,SC SIMBA 61,Kenya,8.0,0.25,,2017,20.0,,,8.0,5.0,,,id_034458fd,34.66656303,,-0.71514869,22.0
21.45,1.0,2017B,,Rwanda,7.0,0.09637095,,2017,,1.0,0.0,5.0,5.0,2/15/2017,12.5,id_03450d2d,29.30080718,2.0,-1.775762608,
30.0,,2018 LR,h614d,Kenya,6.0,0.25,,2018,,25.0,,6.0,6.0,2/21/2018,28.0,id_03495a13,34.77584115,6.0,-0.678001893,
,,2017 LR,,Kenya,8.0,0.5,,2017,6.0,,,8.0,5.0,,,id_0349c828,34.82807995,,-0.736700988,7.5
23.5,,2018 LR,dk8031,Kenya,6.0,0.5,25.0,2018,,,25.0,6.0,6.0,2/28/2018,25.0,id_034de629,34.6670759,6.0,0.074507,
,,2018 LR,,Kenya,,0.5,,2018,19.9,,,,,,,id_034ee48b,34.5343535,,0.573666,22.45
19.0,,2016 LR,,Kenya,8.0,0.25,10.0,2016,8.0,10.0,,8.0,5.0,,16.0,id_035254a7,34.82865769,5.0,-0.698826802,10.0
,,2018 LR,,Kenya,,0.75,,2018,12.15,,,,,,,id_03552949,34.636455,,0.160962,10.05
24.9,,2018 LR,,Kenya,6.0,0.5,,2018,,,,6.0,6.0,,17.05,id_03584e4a,34.6679233,6.0,0.0915345,
,,2018 LR,,Kenya,,0.5,,2018,11.0,,,,,,,id_035d4099,35.0728482,,0.7033258,13.71
,,2015 LR,,Tanzania,,0.5,,2015,,,,,,,,id_03607a67,35.8728733,,-7.980673333,
5.95,,2018 LR,h6213,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,3/11/2018,6.3,id_0361ac9f,34.8749628,6.0,-0.8479357,
,,2018 LR,,Kenya,,0.5,,2018,5.4,,,,,,,id_03640216,37.1890626,,-0.5211367,3.5
15.85,,2016 LR,WH_505,Kenya,8.0,0.5,25.0,2016,2.0,25.0,,8.0,5.0,3/28/2016,18.25,id_036f71ff,34.452357,5.0,0.668055784,6.6
23.15,,2016 LR,SC_DUMA_43,Kenya,8.0,0.25,12.0,2016,11.65,12.0,,8.0,5.0,3/14/2016,20.45,id_0372e964,34.57836691,5.0,0.109265761,16.75
,,2017 LR,H 614D,Kenya,8.0,0.25,,2017,17.95,,,8.0,5.0,,,id_037b2aa5,34.67398594,,0.660390611,10.0
,,2018 LR,,Kenya,,0.125,,2018,8.75,,,,,,,id_037c99c4,34.72999534,,0.238683458,7.5
11.8,,2018 LR,otherhybrid localmaize,Kenya,6.0,0.25,,2018,,5.0,,6.0,6.0,2/12/2018,15.3,id_037d53f8,34.9241941,6.0,-0.873948479,
,,2017 LR,H 6213,Kenya,8.0,1.0,100.0,2017,24.85,100.0,,8.0,5.0,,,id_038034ca,35.19644247,5.0,0.5190566,19.3
,,2017 LR,H 614D,Kenya,8.0,1.0,,2017,14.8,,,8.0,5.0,,,id_038108c0,34.71110913,,0.36623194,10.5
8.4,,2018 LR,,Tanzania,6.0,0.5,,2018,3.6,,,6.0,6.0,,6.0,id_0382bdec,35.9015518,6.0,-8.1056417,4.6
,,2018 LR,,Kenya,,0.25,,2018,0.0,,,,,,,id_03863c51,34.652946,,-0.864567,0.0
21.0,0.0,2018B,pan_53,Rwanda,5.0,0.741315,,2018,15.0,0.0,0.0,5.0,5.0,2/21/2018,23.0,id_0388406a,30.35876754,5.0,-1.268796782,3.799999952
9.5,0.25,2018B,opv_unk,Rwanda,5.0,0.16061825,,2018,16.0,0.5,0.0,5.0,5.0,1/10/2018,7.8,id_038d6c8c,29.67456604,5.0,-2.482612972,2.5
,,2018 LR,,Kenya,,2.0,,2018,21.72,,,,,,,id_038f0b94,34.7140773,,-0.8096559,23.16
,,2018 LR,,Kenya,,1.5,,2018,13.65,,,,,,,id_03943d26,34.4721253,,0.3682473,8.8
29.9,,2018 LR,dk777,Kenya,6.0,2.0,50.0,2018,,50.0,,6.0,6.0,3/5/2018,29.5,id_039833e4,34.6398229,6.0,-0.648234585,
33.7,,2016 LR,WH_505,Kenya,8.0,0.5,6.0,2016,19.9,3.0,,,5.0,4/11/2016,38.2,id_039d3543,34.55854922,,0.581878757,25.25
,,2018 LR,,Kenya,,0.5,,2018,,,,,,,,id_03aabdfb,34.9559841,,0.4394823,
26.0,6.0,2016A,,Rwanda,5.0,0.247105,,2016,,9.0,,5.0,5.0,10/1/2015,18.0,id_03aaffa3,30.33574598,5.0,-1.960652492,
,,2017 LR,H 614D,Kenya,8.0,2.0,100.0,2017,9.25,100.0,,8.0,5.0,,,id_03afb83d,34.61480162,5.0,0.161450641,11.05
,,2018 LR,,Kenya,,0.25,,2018,6.5,,,,,,,id_03b0f48b,34.79313002,,-0.530117086,8.0
6.75,,2016 LR,,Kenya,,0.75,25.0,2016,,25.0,,,5.0,,,id_03b233f4,34.24280503,,0.32540119,3.9
,,2018 LR,,Kenya,,0.5,,2018,7.2,,,,,,,id_03b3276f,34.93084928,,0.385228524,9.75
,,2018 LR,,Kenya,,0.25,,2018,8.7,,,,,,,id_03b32c3f,34.92563585,,0.372761462,8.2
,,2018 LR,,Kenya,,2.0,,2018,11.8,,,,,,,id_03b6fa0c,34.44297808,,0.800642209,9.2
,,2017 LR,H 614D,Kenya,8.0,0.75,,2017,9.2,,,8.0,5.0,,,id_03b8056f,34.4221995,,0.5442127,15.75
5.9,,2015 LR,,Kenya,8.0,1.0,12.0,2015,5.6,12.0,,8.0,5.0,,8.8,id_03baf460,34.52008892,5.0,0.719188097,2.9
7.8,,2016 LR,Local,Kenya,8.0,0.125,0.0,2016,2.4,5.0,,,5.0,4/14/2016,4.1,id_03be0c00,34.37544865,,0.102983038,4.5
12.6,,2018 LR,,Tanzania,6.0,1.0,,2018,5.8,,,6.0,6.0,,7.4,id_03ca8546,34.5645348,6.0,-8.8701653,10.9
,,2018 LR,,Kenya,,0.25,,2018,9.85,,,,,,,id_03cc56f2,34.50626731,,-0.746415916,15.55
,,2017 LR,PAN 691,Kenya,8.0,0.5,,2017,4.6,,,8.0,5.0,,,id_03dd4bb2,34.72748735,,0.732635391,7.9
,,2018 LR,,Kenya,,0.5,,2018,11.0,,,,,,,id_03e08807,34.1579779,,0.4848308,9.0
,,2017 LR,DK 8031,Kenya,8.0,0.25,,2017,0.0,,,8.0,5.0,,,id_03e1f2ad,34.43286664,,0.218117937,0.0
,,2017 LR,,Kenya,8.0,0.25,,2017,0.0,,,8.0,5.0,,,id_03e52396,34.59083662,,-0.521622785,0.0
35.5,,2016 LR,H_614D,Kenya,8.0,0.5,25.0,2016,16.65,25.0,,8.0,5.0,3/28/2016,37.0,id_03e826f4,34.69125944,5.0,-0.612754138,14.7
,,2017 LR,H 614D,Kenya,8.0,0.25,25.0,2017,11.15,22.0,,8.0,5.0,,,id_03f2527c,34.61310167,5.0,0.170513811,9.75
19.5,,2015A,Unspecified selected,Rwanda,,0.197684,,2015,,,,,,15-Sep-14,20.5,id_03f26f6d,30.42576515,,-1.691894738,
,,2018 LR,,Kenya,,1.5,,2018,32.15,,,,,,,id_03f2ab12,34.905037,,0.8434993,28.45
,,2018 LR,,Kenya,,1.0,,2018,14.2,,,,,,,id_03f568be,34.4627868,,0.3627671,14.75
5.75,,2018 LR,otherhybrid,Kenya,6.0,0.125,,2018,,,,6.0,6.0,3/15/2018,8.65,id_03f58f0d,34.49022719,6.0,0.197952015,
18.0,,2015A,ZM 607,Rwanda,,0.098842,,2015,,,,,,20-Sep-14,20.0,id_03f6e90d,30.32616614,,-1.698562193,
,,2017 LR,H 6213,Kenya,8.0,0.5,25.0,2017,19.8,25.0,,8.0,5.0,,,id_03fb51c3,34.78902341,5.0,0.675015948,23.4
25.6,,2018 LR,localmaize,Kenya,6.0,1.0,,2018,,35.0,,6.0,6.0,2/24/2018,27.7,id_03fbeb42,34.84859293,6.0,-0.448744044,
17.3,,2018 LR,wh505,Kenya,6.0,0.5,25.0,2018,,25.0,,6.0,6.0,2/27/2018,15.04,id_040077a6,34.64508154,6.0,0.372277728,
30.7,,2018 LR,dk8031,Kenya,6.0,0.125,6.25,2018,,6.25,,6.0,6.0,3/20/2018,16.8,id_04050510,34.95615759,6.0,-0.353158049,
,,2017 LR,,Kenya,,0.75,,2017,,,,,,,,id_0408e3ad,34.48452094,,0.206275816,
17.8,,2016 LR,H_6213,Kenya,5.0,0.75,75.5,2016,10.45,75.5,,5.0,8.0,4/6/2016,30.8,id_0410056c,34.97372815,8.0,0.800829326,19.8
,,2018 LR,,Kenya,,0.125,,2018,6.45,,,,,,,id_041487d5,34.645755,,-0.8609077,5.5
22.0,,2016 LR,,Kenya,8.0,0.5,25.0,2016,7.0,25.0,,8.0,5.0,,17.0,id_041c3aa7,34.33297569,5.0,0.324324133,9.0
22.4,,2018 LR,Panner_691,Tanzania,6.0,1.0,200.0,2018,19.4,150.0,,6.0,6.0,,21.3,id_041df560,35.7175989,6.0,-7.7523394,20.1
6.25,,2015 LR,,Kenya,8.0,2.0,0.0,2015,2.35,15.0,,8.0,5.0,,4.7,id_04262410,34.3780063,5.0,0.121696224,2.05
,,2018 LR,,Kenya,,0.25,,2018,13.8,,,,,,,id_0429f86b,34.8373733,,-0.8541091,11.25
,,2017 LR,DK 8031,Kenya,5.0,1.0,50.0,2017,17.15,50.0,,5.0,8.0,,,id_042ffe18,34.54879066,8.0,0.275356475,18.2
18.6,0.0,2018A,hybrid_unknown,Rwanda,5.0,0.1235525,,2018,,3.0,0.0,5.0,5.0,8/30/2017,20.2,id_0431433a,29.36916349,5.0,-1.801274029,
,,2017 LR,,Kenya,8.0,1.0,25.0,2017,19.8,25.0,,8.0,5.0,,,id_04326487,34.93635597,5.0,0.36550873,20.5
,,2018 LR,,Kenya,,0.5,,2018,0.0,,,,,,,id_04341687,34.99731721,,-0.336619413,11.55
28.6,,2016 LR,H_6213,Kenya,8.0,0.75,37.5,2016,9.75,37.5,,8.0,5.0,4/5/2016,36.4,id_0434d4e8,34.84661185,5.0,0.612882223,6.35
,,2017 LR,H 614D,Kenya,8.0,1.0,50.0,2017,16.3,50.0,,8.0,5.0,,,id_043523d8,35.01881533,5.0,1.030583831,19.5
19.0,1.2,2017A,unknown_Hybrid,Rwanda,5.0,0.1235525,,2017,,2.0,0.0,5.0,5.0,10/9/2016,22.0,id_0436ff00,29.35201114,5.0,-1.887336109,
,,2018 LR,,Tanzania,,3.0,,2018,,,,,,,,id_04381770,35.7372939,,-7.8262331,
22.4,,2015 LR,,Kenya,8.0,0.5,25.0,2015,11.7,25.0,,8.0,5.0,,23.9,id_043b362b,35.03530977,5.0,-0.451586141,13.5
24.3,,2018 LR,otherhybrid,Kenya,6.0,1.0,,2018,,,,6.0,6.0,3/5/2018,18.45,id_043c86c9,34.491102,6.0,0.3297851,
,,2017 LR,SC PUNDA MILIA 53,Kenya,8.0,0.25,,2017,11.0,,,8.0,5.0,,,id_043f02a6,34.46428089,,-0.996663901,8.5
34.0,2.0,2015B,ZM607,Rwanda,,0.049421,,2015,,1.5,,,,17-Feb-15,40.0,id_043f88da,29.01346477,,-2.363560892,
,,2018 LR,,Kenya,,1.0,,2018,,,,,,,,id_0442c1df,34.5100712,,0.1146549,
15.0,,2018 LR,,Kenya,,0.25,,2018,,,,6.0,6.0,,,id_0443464b,37.07813166,,-0.540095521,
20.0,2.5,2017B,,Rwanda,5.0,0.1235525,,2017,,5.0,0.0,5.0,5.0,2/5/2017,15.0,id_0444bc74,29.57632458,5.0,-2.083402693,
11.5,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,10.0,,6.0,6.0,4/6/2018,12.45,id_04451331,34.68738208,6.0,-0.555965753,
8.9,10.0,2018A,unknown,Rwanda,5.0,0.1235525,,2018,,20.0,0.0,5.0,5.0,9/10/2017,15.25,id_04476d9b,30.3787859,5.0,-1.601544721,2.6
,,2017 LR,PN 15,Kenya,8.0,1.0,50.0,2017,33.95,50.0,,8.0,5.0,,,id_044a57cc,34.66770422,5.0,0.734934361,27.8
,,2018 LR,,Kenya,,4.0,,2018,14.75,,,,,,,id_044e361f,34.7350504,,0.7460908,12.25
,,2017 LR,,Kenya,8.0,0.5,6.0,2017,22.15,10.0,,8.0,5.0,,,id_045280ab,34.6097708,5.0,0.0370752,23.25
11.6,,2018 LR,localmaize,Kenya,6.0,0.5,,2018,,,,6.0,6.0,3/19/2018,9.4,id_045492dd,34.94797288,6.0,-0.342262392,
,,2017 LR,SC PUNDA MILIA 53,Kenya,8.0,2.0,,2017,11.0,,,8.0,5.0,,,id_04587cf1,34.4576266,,0.6755499,7.0
,,2017 LR,Pioneer P3812W,Kenya,8.0,0.125,,2017,17.65,,,8.0,5.0,,,id_04588256,34.7299112,,-0.861683576,18.15
14.2,,2018 LR,localmaize,Kenya,6.0,0.25,,2018,,3.0,,6.0,6.0,2/15/2018,18.1,id_045c8839,35.06981093,6.0,-0.689703377,
,,2017 LR,,Kenya,8.0,0.75,,2017,9.56,,,8.0,5.0,,,id_045e0f99,34.5864742,,0.64561125,13.45
16.9,,2018 LR,,Kenya,6.0,0.125,,2018,,,,6.0,6.0,,19.15,id_045f1479,34.6059936,6.0,0.1695003,
,,2018 LR,,Kenya,,0.5,,2018,9.25,,,,,,,id_04637041,34.16120152,,0.304974542,7.4
3.65,,2018 LR,h6218,Kenya,6.0,1.0,,2018,,50.0,,6.0,6.0,3/18/2018,23.5,id_0467fc20,35.1154338,6.0,0.7087402,
2.15,,2016 LR,WH_509,Kenya,8.0,0.25,25.0,2016,1.3,12.5,,8.0,5.0,3/30/2016,2.2,id_046b9e25,34.18543333,5.0,0.093877986,0.8
,,2018 LR,,Kenya,,0.125,,2018,0.0,,,,,,,id_0479d0fd,34.7001634,,-0.8865982,11.9
,,2018 LR,,Kenya,,1.0,,2018,,,,,,,,id_047a0d25,35.3569051,,0.0077034,
,,2017 LR,PN 15,Kenya,8.0,0.35,,2017,16.15,,,8.0,5.0,,,id_047bfa5a,34.4166437,,0.6881181,17.35
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,27.5,25.0,,8.0,5.0,,,id_047d706d,34.76795719,5.0,-0.739210174,29.05
12.2,,2016 LR,H_614D,Kenya,,0.125,0.0,2016,,0.0,,,5.0,3/29/2016,,id_048015bc,34.82657414,,0.183502782,7.3
23.77,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,16.0,,6.0,6.0,3/26/2018,20.79,id_04855099,35.0737399,6.0,0.7040819,
22.55,,2015 LR,,Kenya,8.0,0.25,0.0,2015,16.8,10.0,,8.0,5.0,,32.2,id_04875dd2,34.74971029,5.0,0.780519407,10.75
